@relation pdbbindv2015-weka.filters.unsupervised.attribute.Remove-R1

@attribute	a1	numeric
@attribute	a2	numeric
@attribute	a3	numeric
@attribute	a4	numeric
@attribute	a5	numeric
@attribute	a6	numeric
@attribute	a7	numeric
@attribute	a8	numeric
@attribute	a9	numeric
@attribute	a10	numeric
@attribute	a11	numeric
@attribute	a12	numeric
@attribute	a13	numeric
@attribute	a14	numeric
@attribute	a15	numeric
@attribute	a16	numeric
@attribute	a17	numeric
@attribute	a18	numeric
@attribute	a19	numeric
@attribute	a20	numeric
@attribute	a21	numeric
@attribute	a22	numeric
@attribute	a23	numeric
@attribute	a24	numeric
@attribute	a25	numeric
@attribute	a26	numeric
@attribute	a27	numeric
@attribute	a28	numeric
@attribute	a29	numeric
@attribute	a30	numeric
@attribute	a31	numeric
@attribute	a32	numeric
@attribute	a33	numeric
@attribute	a34	numeric
@attribute	a35	numeric
@attribute	a36	numeric
@attribute	a37	numeric
@attribute	a38	numeric
@attribute	a39	numeric
@attribute	a40	numeric
@attribute	a41	numeric
@attribute	a42	numeric
@attribute	a43	numeric
@attribute	a44	numeric
@attribute	a45	numeric
@attribute	a46	numeric
@attribute	a47	numeric
@attribute	a48	numeric
@attribute	a49	numeric
@attribute	a50	numeric
@attribute	a51	numeric
@attribute	a52	numeric
@attribute	a53	numeric
@attribute	a54	numeric
@attribute	a55	numeric
@attribute	a56	numeric
@attribute	a57	numeric
@attribute	a58	numeric
@attribute	a59	numeric
@attribute	a60	numeric
@attribute	a61	numeric
@attribute	a62	numeric
@attribute	a63	numeric
@attribute	a64	numeric
@attribute	a65	numeric
@attribute	a66	numeric
@attribute	a67	numeric
@attribute	a68	numeric
@attribute	a69	numeric
@attribute	a70	numeric
@attribute	a71	numeric
@attribute	a72	numeric
@attribute	a73	numeric
@attribute	a74	numeric
@attribute	a75	numeric
@attribute	a76	numeric
@attribute	a77	numeric
@attribute	a78	numeric
@attribute	a79	numeric
@attribute	a80	numeric
@attribute	a81	numeric
@attribute	a82	numeric
@attribute	a83	numeric
@attribute	a84	numeric
@attribute	a85	numeric
@attribute	a86	numeric
@attribute	a87	numeric
@attribute	a88	numeric
@attribute	a89	numeric
@attribute	a90	numeric
@attribute	a91	numeric
@attribute	a92	numeric
@attribute	a93	numeric
@attribute	a94	numeric
@attribute	a95	numeric
@attribute	a96	numeric
@attribute	a97	numeric
@attribute	a98	numeric
@attribute	a99	numeric
@attribute	a100	numeric
@attribute	a101	numeric
@attribute	a102	numeric
@attribute	a103	numeric
@attribute	a104	numeric
@attribute	a105	numeric
@attribute	a106	numeric
@attribute	a107	numeric
@attribute	a108	numeric
@attribute	a109	numeric
@attribute	a110	numeric
@attribute	a111	numeric
@attribute	a112	numeric
@attribute	a113	numeric
@attribute	a114	numeric
@attribute	a115	numeric
@attribute	a116	numeric
@attribute	a117	numeric
@attribute	a118	numeric
@attribute	a119	numeric
@attribute	a120	numeric
@attribute	a121	numeric
@attribute	a122	numeric
@attribute	a123	numeric
@attribute	a124	numeric
@attribute	a125	numeric
@attribute	a126	numeric

@attribute energy numeric

@data
14,19,2,1,0,0,0,0,0,25,39,29,29,15,10,10,0,10,4,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,6,0,0,4,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,361,3,0,3,4,286.111,0,35,22,0,0,0,0,0,1,6.38,4.06,4.06,4.35,3.48,4.93,6.96,4.93,3.77,6.09,6.38,5.22,3.48,4.35,4.06,6.67,6.67,2.03,3.48,4.64,655,2,1,27660.7,475,0,0,0,0,0,0,0,0,0,22,100,333,13,-5.959
28,23,4,5,1,0,0,0,0,36,64,56,56,28,8,8,0,8,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,746,7,3,5,0.3,472.178,0,151,33,4,0,0,0,0,2,4.96,7.71,3.58,5.79,1.65,3.58,7.71,5.23,2.48,4.96,4.96,4.13,2.75,4.96,7.71,6.06,6.06,0.55,2.75,7.16,1332,17,0,64090.1,897,84,239,4,8,20,0,0,0,0,130,122,276,8,-5.959
19,24,5,5,0,0,0,0,0,37,56,43,43,24,13,13,0,13,4,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1090,10,6,6,1.7,489.128,0,211,36,1,0,1,0,0,22,6.28,0.9,7.17,2.69,5.38,4.48,1.79,11.21,1.35,6.73,6.28,6.28,0.9,1.35,3.59,15.25,4.48,1.79,4.48,7.62,223,1,6,9137.6,136,2,70,2,1,4,1,0,0,0,16,19,15,1,-5.959
12,6,2,5,0,0,0,0,0,13,25,24,24,12,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,209,6,6,2,-6.5,192.075,0,126,13,4,0,0,0,0,10,6.41,4.91,5.34,6.2,0.21,1.92,7.26,8.33,4.06,6.41,6.41,6.2,1.5,5.34,4.7,4.91,2.78,3.21,5.56,8.33,878,5,0,32891.6,678,109,38,3,7,0,0,0,0,0,65,107,286,24,-5.959
21,16,3,2,1,0,0,0,0,24,45,38,38,17,7,7,0,7,3,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,2,1,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,476,5,1,2,-2.4,319.135,0,70.7,22,1,0,0,0,0,1,7.03,4.86,4.86,5.41,0.54,3.78,7.3,6.49,2.7,6.22,7.03,9.19,1.89,7.03,3.78,4.59,4.59,1.62,4.05,5.41,364,2,0,18061.4,225,2,47,2,1,2,0,0,0,0,20,39,104,5,-5.959
6,6,1,2,1,0,0,0,0,11,17,12,12,6,5,5,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,3,1,1,0.3,190.981,0,68.5,11,0,0,0,0,0,1,5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,12016.1,165,16,56,2,0,2,0,2,0,0,24,34,17,0,-5.949
22,20,2,5,0,0,0,0,0,29,51,43,43,21,8,8,0,8,3,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,543,5,2,6,2.3,370.153,0,89.4,27,0,0,0,0,0,3,3.94,2.36,9.45,4.72,1.57,7.09,6.3,1.57,0.79,5.51,3.94,9.45,3.94,3.94,9.45,1.57,6.3,2.36,5.51,3.94,127,1,0,7885.4,80,0,0,0,0,0,0,0,0,0,4,15,54,5,-5.942
19,15,4,1,0,0,0,0,0,22,41,35,35,16,6,6,0,6,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,363,2,2,3,2.1,306.125,0,59,21,0,0,0,0,0,7,6.94,5.28,3.89,7.5,1.11,4.17,6.39,4.17,3.33,6.11,6.94,5.28,3.06,3.61,4.72,5.56,5.28,1.39,4.17,6.11,331,3,0,17036.5,206,2,44,1,1,2,0,0,0,0,22,42,89,2,-5.936
11,17,1,8,0,0,0,0,0,29,40,31,31,20,9,9,0,9,4,0,0,1,3,0,0,0,0,6,0,0,0,1,2,0,0,3,10,0,1,3,0,0,1,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,2,580,8,2,2,3.2,357.048,0,131,26,0,0,0,0,0,3,4.96,4.13,4.96,5.79,11.57,0.83,5.79,9.09,0.83,4.13,4.96,10.74,1.65,3.31,4.13,5.79,4.13,0.83,7.44,2.48,242,2,14,12821.1,152,0,16,0,2,2,0,0,0,0,10,29,88,1,-5.928
15,15,1,2,0,0,0,0,0,19,34,27,27,12,7,7,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,3,2,3,-4.6,241.11,0,49.3,18,0,0,0,0,0,83,7.31,1.83,5.48,4.18,1.04,4.44,6.27,4.44,2.87,6.01,7.31,7.05,3.92,6.27,3.92,7.83,6.79,0.78,2.35,6.01,372,2,0,16432.8,288,12,109,2,2,3,0,0,0,0,33,25,97,5,-5.922
17,16,8,19,0,3,0,0,0,50,67,55,55,38,12,12,0,12,5,0,0,3,2,0,0,0,0,2,0,0,1,1,0,0,0,0,7,0,3,2,0,1,1,0,0,0,0,4,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1490,23,6,8,-5.7,717.982,0,398,46,4,0,0,0,0,6,6.17,6.58,5.76,5.35,0.41,4.53,5.76,7.82,3.29,11.52,6.17,5.76,1.65,2.06,2.88,7,2.88,0.41,3.29,7,243,1,0,13174.6,167,20,31,1,0,2,0,0,0,0,17,29,58,3,-5.921
13,16,1,3,1,0,0,0,0,23,36,26,26,13,10,10,0,10,3,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,4,2,3,3.5,299.062,0,74.8,21,0,0,0,0,0,8,5.34,5.34,3.05,8.4,1.53,1.53,6.11,8.4,0,6.11,5.34,10.69,3.05,4.58,0.76,6.87,8.4,1.53,1.53,12.21,262,2,0,12797.2,212,0,130,0,2,10,0,0,0,0,46,19,23,2,-5.921
13,17,3,2,0,0,0,0,0,25,38,29,29,16,9,9,0,9,4,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,2,2,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,416,3,3,2,2.4,291.101,0,78,22,1,0,0,0,0,26,8.66,4.76,4.33,3.03,1.73,6.49,6.93,7.79,2.6,6.49,8.66,4.76,4.33,1.73,7.79,3.9,6.93,1.73,1.73,6.49,201,4,2,12215.4,128,0,4,0,0,0,1,0,0,0,3,17,98,1,-5.921
15,11,5,4,0,0,0,0,0,22,37,33,33,18,4,4,0,4,3,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,349,8,4,3,-0.4,281.112,0,126,20,4,0,0,0,0,3,4.19,5.39,6.59,4.79,1.8,2.99,4.79,6.59,7.78,5.39,4.19,8.38,2.4,3.59,2.4,10.18,3.59,2.4,4.79,7.19,297,2,0,15470.4,188,16,51,1,0,0,0,0,0,0,18,26,64,5,-5.921
15,10,5,10,0,2,0,0,0,29,44,38,38,23,6,6,0,6,3,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,638,14,6,6,-4.6,427.029,0,233,27,4,0,0,0,0,3,9.68,3.23,8.06,4.03,6.45,5.65,4.03,2.42,3.23,2.42,9.68,8.06,3.23,2.42,3.23,12.1,8.06,0,4.84,7.26,248,2,8,13225.3,145,4,64,2,2,2,0,0,0,0,15,19,33,4,-5.921
24,24,0,4,0,0,0,0,0,30,54,44,44,20,10,10,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,4,2,7,0.9,376.167,0,66.8,28,0,0,0,0,0,3,10.34,3.45,2.59,4.31,0.86,0,8.62,6.03,3.45,4.31,10.34,5.17,0.86,4.31,6.03,8.62,8.62,1.72,4.31,10.34,230,3,0,11233.3,176,16,86,2,4,2,0,1,0,0,32,9,14,4,-5.921
10,15,0,5,0,0,0,0,0,22,32,24,24,14,8,8,0,8,3,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,411,5,3,1,0.9,270.053,0,87,20,0,0,0,0,0,24,9.45,3.15,2.36,3.94,0.79,0,9.45,7.87,3.15,3.94,9.45,6.3,0.79,3.94,6.3,8.66,9.45,1.57,3.94,9.45,230,2,0,11223.5,174,16,86,2,4,2,0,2,0,0,28,12,14,4,-5.921
15,12,3,2,1,0,0,0,0,19,34,27,27,12,7,7,0,7,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,353,5,2,5,4.1,265.088,0,79.5,18,0,0,0,0,0,1,7.3,4.86,4.59,5.68,0.54,3.78,7.3,6.49,2.7,6.22,7.3,9.19,1.89,7.03,3.51,4.59,4.59,1.62,4.05,5.41,356,2,0,15932.6,221,2,45,2,1,2,0,0,0,0,22,40,98,5,-5.921
14,11,2,1,0,0,0,0,0,16,30,27,27,13,3,3,0,3,3,0,0,2,1,0,0,0,0,3,0,0,1,1,0,0,1,0,6,0,2,1,0,1,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,1,0,0,1,0,245,3,3,0,-0.8,190.111,0,44.3,14,2,0,0,0,0,3,4.42,4.42,6.45,4.97,1.47,2.95,6.45,8.29,2.58,3.87,4.42,4.6,2.76,6.26,5.89,8.29,4.05,2.58,3.13,7.37,534,1,3,20830.5,334,47,31,0,0,3,0,0,0,0,28,61,146,9,-5.921
24,22,2,4,1,0,0,0,0,31,55,46,46,22,9,9,0,9,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,587,5,3,7,1.3,412.146,0,87.7,29,3,0,0,0,0,2,8.86,3.16,6.01,7.91,0,4.11,2.53,11.39,2.53,5.7,8.86,3.48,0.63,3.16,2.53,8.23,7.91,0.95,8.86,6.96,316,1,0,12699.1,226,15,35,0,1,3,1,0,0,0,20,29,105,8,-5.921
10,11,3,1,0,0,0,0,0,17,27,21,21,11,6,6,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,229,4,1,2,-5.3,235.051,0,61,16,0,0,0,0,0,3,6.58,3.51,3.51,7.02,0,3.95,10.96,6.58,1.75,8.77,6.58,7.46,2.63,4.39,2.19,7.02,7.46,0.44,3.07,4.82,215,1,0,11515.9,150,4,40,1,0,0,0,1,0,0,12,31,55,4,-5.921
12,19,3,3,1,0,3,0,3,32,44,34,34,22,10,10,0,10,4,0,0,1,3,0,0,0,0,2,0,0,0,1,1,0,0,0,6,0,1,3,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,702,9,1,4,1.5,419.055,0,111,29,0,0,0,0,0,1,5.98,2.72,3.26,9.78,1.63,3.26,5.43,5.98,1.63,5.43,5.98,9.78,2.17,5.98,6.52,6.52,7.07,1.63,3.26,2.72,353,2,0,15826,239,24,67,2,2,0,0,3,0,0,26,39,59,9,-5.921
14,7,0,5,0,0,0,0,0,12,26,26,26,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,151,5,3,1,3.5,178.084,0,79.2,12,5,0,0,0,0,1,8.09,3.31,5.51,4.04,2.21,1.1,3.31,12.87,1.1,4.41,8.09,3.31,0.37,1.1,2.94,8.82,16.54,7.72,4.41,7.72,533,5,0,22843.5,341,4,274,6,0,30,0,8,0,0,45,19,0,6,-5.91
20,21,1,5,0,0,0,0,0,31,51,43,43,23,8,8,0,8,4,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,4,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,628,6,3,2,3.7,401.103,0,90.2,28,2,0,0,0,0,12,7.48,7.48,5.46,5.82,1.07,3.56,7.72,5.7,2.61,5.94,7.48,5.7,2.49,4.51,4.28,3.44,4.28,1.43,4.28,7.36,810,3,0,30860.3,611,59,44,1,0,2,0,0,0,0,56,98,318,17,-5.907
28,23,4,1,0,0,0,0,0,30,58,49,49,21,9,9,0,9,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,3,4,6,4.1,376.226,0,117,28,0,2,0,0,0,60,6.73,0.9,6.73,2.69,5.38,4.04,2.24,10.76,1.35,7.17,6.73,6.28,0.9,1.79,3.14,15.7,4.48,1.79,4.48,7.62,223,1,6,9384.6,136,2,70,2,1,3,1,0,0,0,17,19,15,1,-5.903
24,20,10,12,0,2,0,0,0,50,74,64,64,40,10,10,0,10,7,0,0,4,2,0,0,1,0,5,0,0,0,2,0,0,0,3,12,0,4,2,0,0,2,0,0,1,3,7,0,0,4,2,0,1,0,0,0,0,2,0,0,0,3,0,4,2,0,0,2,0,0,1,3,1080,20,6,2,-5.1,658.105,0,310,44,8,0,0,0,0,6,6.2,3.88,4.65,6.2,1.55,5.43,3.88,9.3,6.2,5.43,6.2,2.33,3.88,4.65,4.65,7.75,6.2,0,1.55,10.08,92,2,0,6664.1,61,0,24,1,0,0,0,0,0,0,9,6,20,1,-5.886
26,17,4,4,0,0,0,0,0,26,52,47,47,21,5,5,0,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,468,6,1,6,0.2,350.195,0,90.6,25,1,0,0,0,0,2,9.31,6.75,3.1,4.93,1.09,4.01,5.11,9.31,1.82,2.74,9.31,1.46,1.46,4.93,8.39,5.84,5.11,2.37,3.47,8.21,1068,4,6,38031.2,700,100,70,0,0,6,3,0,0,0,61,136,288,18,-5.886
18,20,4,1,0,0,0,0,0,28,46,36,36,18,10,10,0,10,4,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,409,4,3,5,-2.3,330.148,0,73.8,25,0,0,0,0,0,9,5.72,5.72,4.71,6.06,2.02,2.36,8.08,6.4,5.05,5.72,5.72,7.41,2.36,3.03,6.06,4.04,3.03,2.02,3.37,7.41,263,2,0,13574.2,175,2,47,1,2,1,0,0,0,0,22,29,69,2,-5.886
30,16,3,6,1,0,0,0,0,25,55,51,51,21,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,7,5,15,-1.8,392.186,1,186,26,2,0,0,0,0,4,7.66,5.41,3.15,5.41,0.45,2.25,9.01,4.5,1.35,6.31,7.66,10.81,3.6,4.5,5.41,5.41,1.8,0.45,4.5,4.5,426,2,0,20049.5,310,12,18,0,0,2,0,0,0,0,19,45,201,11,-5.886
18,6,0,24,0,6,0,0,0,36,54,48,48,30,6,6,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,24,0,6,-6.5,647.767,-12,435,36,0,0,0,0,0,1,8.61,3.83,8.13,9.09,0.48,5.74,4.31,9.09,3.35,3.83,8.61,6.7,0.96,2.39,2.39,8.13,3.83,1.91,1.44,9.57,406,2,0,18874,272,47,44,2,6,2,0,0,0,0,36,37,74,4,-5.886
17,11,5,2,0,0,0,0,0,19,36,32,32,15,4,4,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,272,7,2,3,2.9,251.138,0,117,18,0,0,0,0,0,12,6.38,5.37,2.68,5.37,1.01,3.02,5.7,5.37,3.36,5.37,6.38,7.05,1.68,5.37,6.38,4.7,5.7,1.34,3.36,7.72,290,2,0,14221.3,182,2,40,1,2,2,0,0,0,0,15,38,77,2,-5.886
6,6,2,5,0,0,0,0,0,13,19,15,15,9,4,4,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,308,5,4,2,3.1,186.028,0,116,13,1,0,0,0,0,3,9.51,6.63,4.03,5.48,1.73,3.17,6.63,5.48,4.03,4.32,9.51,2.59,2.88,4.61,6.05,4.32,7.2,0.58,2.59,8.65,686,2,0,26355.3,477,68,36,1,0,2,0,0,0,0,57,78,181,16,-5.886
18,19,2,2,0,0,0,0,0,26,44,36,36,18,8,8,0,8,4,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,4,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,464,4,1,2,2.8,306.137,0,41.6,23,0,0,0,0,0,1,3.94,2.36,9.45,4.72,1.57,7.09,6.3,1.57,0.79,5.51,3.94,9.45,3.94,3.94,9.45,1.57,6.3,2.36,5.51,3.94,127,1,0,7962.2,74,0,0,0,0,0,0,0,0,0,2,13,51,5,-5.876
16,10,5,13,0,3,0,0,0,33,49,42,42,26,7,7,0,7,3,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,800,17,7,8,-5.7,506.996,0,279,31,4,0,0,0,0,3,10.69,4.11,3.78,7.89,0.16,5.92,7.57,7.89,1.48,7.24,10.69,7.57,2.47,2.3,3.78,3.95,6.74,0.16,1.15,7.24,1200,2,0,53133.8,937,46,223,2,10,11,0,0,0,0,106,113,412,10,-5.86
15,8,1,4,1,0,0,0,0,15,30,30,30,15,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,218,6,4,1,7.3,221.072,0,107,14,6,0,0,0,0,1,10.86,2.04,6.56,7.24,0,2.71,6.79,7.01,1.36,4.3,10.86,9.56,2.71,4.07,3.17,4.75,5.66,1.58,6.11,3.62,1668,7,0,66805.3,1181,191,60,0,0,8,9,0,0,0,136,162,550,28,-5.86
7,8,0,3,0,0,0,0,0,12,19,15,15,8,4,4,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,3,2,2,1.5,186.008,0,57.5,12,0,0,0,0,0,7,5.2,4.4,4.8,4.8,1.2,2,7.2,6.8,2,8.8,5.2,7.6,3.2,4.4,3.2,7.6,6.4,0.4,5.6,5.2,872,5,0,37532.6,671,8,185,0,5,7,0,0,0,0,90,75,271,10,-5.854
7,7,1,3,0,0,0,0,0,11,18,14,14,7,4,4,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,4,3,1,0.9,153.043,0,83.6,11,0,0,0,0,0,9,11.07,6.38,3.69,4.36,0.34,3.02,5.37,9.73,6.04,6.38,11.07,1.01,3.02,5.03,6.38,6.71,4.36,0.67,1.34,6.04,557,2,0,21171.4,408,38,168,2,0,10,2,2,0,0,44,46,83,8,-5.854
10,15,0,4,0,0,0,0,0,21,31,23,23,13,8,8,0,8,3,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,384,4,2,1,2.1,254.058,0,66.8,19,0,0,0,0,0,12,10.34,3.45,2.59,4.31,0.86,0,8.62,6.03,3.45,4.31,10.34,5.17,0.86,4.31,6.03,8.62,8.62,1.72,4.31,10.34,230,2,0,10407.9,194,16,91,2,4,2,0,1,0,0,43,12,15,4,-5.854
17,22,5,5,0,0,0,0,0,35,52,39,39,22,13,13,0,13,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,822,9,4,6,1.9,431.123,0,166,32,0,0,0,0,0,4,6.28,0.9,7.17,2.69,5.38,4.48,1.79,11.21,1.35,6.73,6.28,6.28,0.9,1.35,3.59,15.25,4.48,1.79,4.48,7.62,223,1,6,9225.7,136,2,68,2,1,3,1,0,0,0,15,20,14,1,-5.854
13,18,4,5,0,0,0,0,0,30,43,33,33,20,10,10,0,10,3,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,847,8,6,5,1.1,446.023,0,166,28,1,0,1,0,0,11,6.28,0.9,7.17,2.69,5.38,4.48,1.79,11.21,1.35,6.73,6.28,6.28,0.9,1.35,3.59,15.25,4.48,1.79,4.48,7.62,223,1,6,9168.4,134,2,67,2,1,3,1,0,0,0,16,20,14,1,-5.854
