@relation decoys		
@attribute	a1	numeric
@attribute	a2	numeric
@attribute	a3	numeric
@attribute	a4	numeric
@attribute	a5	numeric
@attribute	a6	numeric
@attribute	a7	numeric
@attribute	a8	numeric
@attribute	a9	numeric
@attribute	a10	numeric
@attribute	a11	numeric
@attribute	a12	numeric
@attribute	a13	numeric
@attribute	a14	numeric
@attribute	a15	numeric
@attribute	a16	numeric
@attribute	a17	numeric
@attribute	a18	numeric
@attribute	a19	numeric
@attribute	a20	numeric
@attribute	a21	numeric
@attribute	a22	numeric
@attribute	a23	numeric
@attribute	a24	numeric
@attribute	a25	numeric
@attribute	a26	numeric
@attribute	a27	numeric
@attribute	a28	numeric
@attribute	a29	numeric
@attribute	a30	numeric
@attribute	a31	numeric
@attribute	a32	numeric
@attribute	a33	numeric
@attribute	a34	numeric
@attribute	a35	numeric
@attribute	a36	numeric
@attribute	a37	numeric
@attribute	a38	numeric
@attribute	a39	numeric
@attribute	a40	numeric
@attribute	a41	numeric
@attribute	a42	numeric
@attribute	a43	numeric
@attribute	a44	numeric
@attribute	a45	numeric
@attribute	a46	numeric
@attribute	a47	numeric
@attribute	a48	numeric
@attribute	a49	numeric
@attribute	a50	numeric
@attribute	a51	numeric
@attribute	a52	numeric
@attribute	a53	numeric
@attribute	a54	numeric
@attribute	a55	numeric
@attribute	a56	numeric
@attribute	a57	numeric
@attribute	a58	numeric
@attribute	a59	numeric
@attribute	a60	numeric
@attribute	a61	numeric
@attribute	a62	numeric
@attribute	a63	numeric
@attribute	a64	numeric
@attribute	a65	numeric
@attribute	a66	numeric
@attribute	a67	numeric
@attribute	a68	numeric
@attribute	a69	numeric
@attribute	a70	numeric
@attribute	a71	numeric
@attribute	a72	numeric
@attribute	a73	numeric
@attribute	a74	numeric
@attribute	a75	numeric
@attribute	a76	numeric
@attribute	a77	numeric
@attribute	a78	numeric
@attribute	a79	numeric
@attribute	a80	numeric
@attribute	a81	numeric
@attribute	a82	numeric
@attribute	a83	numeric
@attribute	a84	numeric
@attribute	a85	numeric
@attribute	a86	numeric
@attribute	a87	numeric
@attribute	a88	numeric
@attribute	a89	numeric
@attribute	a90	numeric
@attribute	a91	numeric
@attribute	a92	numeric
@attribute	a93	numeric
@attribute	a94	numeric
@attribute	a95	numeric
@attribute	a96	numeric
@attribute	a97	numeric
@attribute	a98	numeric
@attribute	a99	numeric
@attribute	a100	numeric
@attribute	a101	numeric
@attribute	a102	numeric
@attribute	a103	numeric
@attribute	a104	numeric
@attribute	a105	numeric
@attribute	a106	numeric
@attribute	a107	numeric
@attribute	a108	numeric
@attribute	a109	numeric
@attribute	a110	numeric
@attribute	a111	numeric
@attribute	a112	numeric
@attribute	a113	numeric
@attribute	a114	numeric
@attribute	a115	numeric
@attribute	a116	numeric
@attribute	a117	numeric
@attribute	a118	numeric
@attribute	a119	numeric
@attribute	a120	numeric
@attribute	a121	numeric
@attribute	a122	numeric
@attribute	a123	numeric
@attribute	a124	numeric
@attribute	a125	numeric

@attribute	energy	{0,1}

@data
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,24,11,15,4,3,2,0,0,0,0,0,0,26,37,28,28,17,9,9,0,9,20.299277,25.530414,0.769730077,124.09,7,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,1,2,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,5,163.04,359.0272572,0.625,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,25,22,18,2,5,0,0,0,0,0,0,0,27,49,43,43,21,6,6,0,6,32.310554,29.0500285,0.648992814,129.07,7,2,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,6,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,98.19,346.1528718,0.998,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,21,24,12,4,3,2,0,0,0,0,0,0,21,45,43,43,19,2,2,0,2,36.904968,26.05229473,0.647359042,21.09,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139.99,336.1289826,-0.74,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,22,12,16,2,4,0,0,0,0,0,0,0,25,37,29,29,17,8,8,0,8,16.354484,23.62609037,0.706754421,163.06,6,4,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,6,0,2,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,98.66,296.0797069,0.271,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,27,18,18,5,4,0,0,0,0,0,0,0,30,48,40,40,22,8,8,0,8,26.809726,29.52546448,0.675585815,198.09,9,3,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,3,121.61,368.1358791,0.778,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,17,14,11,5,0,0,0,0,0,1,0,1,18,32,27,27,13,5,5,0,5,19.894898,19.87136169,0.70031103,52.06,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,80,295.0432575,1.384,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,18,10,9,3,2,1,0,3,0,0,0,3,19,29,26,26,16,3,3,0,3,18.43907,18.53934663,0.666658041,55.09,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,103.89,281.0445822,2.125,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,17,14,11,1,4,0,0,0,0,1,0,1,18,32,29,29,15,3,3,0,3,19.170898,19.69870385,0.677286112,52.06,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,81.95,303.01062,0.585,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,25,15,18,5,2,0,0,0,0,0,0,0,28,43,34,34,19,8,8,1,9,20.592105,27.28312457,0.706076272,184.07,7,3,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,6,0,1,3,0,0,1,1,0,0,0,3,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,1,0,0,1,112.53,333.1225747,1.114,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,19,16,11,6,1,1,0,0,0,0,0,0,21,37,33,33,17,4,4,0,4,21.687312,21.78425768,0.673065663,99.08,7,4,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,6,0,1,2,0,0,2,0,0,0,1,3,0,0,1,2,0,0,0,0,0,0,2,0,0,1,1,2,0,0,2,0,0,1,2,135.35,280.1106301,-1.765,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,22,12,14,0,8,0,0,0,0,0,0,0,24,36,30,30,18,6,6,0,6,16.950484,22.96935966,0.665683621,114.08,8,6,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,139.84,308.0532173,0.762,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,26,34,21,0,5,0,0,0,0,0,0,0,29,63,62,62,28,1,1,0,1,38.127038,33.78506819,0.616277066,191.05,5,4,0,0,1,3,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,3,10,0,1,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97.99,366.2406242,1.662,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,25,11,17,3,5,0,0,0,0,0,0,0,28,39,30,30,19,8,8,1,9,18.433277,25.82793914,0.715813756,184.08,8,3,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,6,0,1,3,0,0,1,1,0,0,0,3,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,1,0,0,1,134.67,337.0698705,-0.811,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,21,12,15,0,6,0,0,0,0,0,0,0,23,35,28,28,16,7,7,0,7,15.992484,22.53976145,0.687053457,109.06,6,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,107.22,288.0633881,0.455,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,17,10,7,3,4,2,0,0,1,0,0,1,17,27,20,20,10,7,7,0,7,22.32407,18.30719153,0.72845265,17.1,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,163.1,298.9801255,-1.232,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,23,15,16,3,2,2,0,0,0,0,0,0,25,40,32,32,17,8,8,0,8,21.074105,26.14130694,0.747335251,119.07,5,3,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,6,0,1,2,0,0,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,2,155.6,345.0605687,-0.078,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,22,10,13,2,5,2,0,0,0,0,0,0,24,34,23,23,13,11,11,0,11,23.52207,23.17317118,0.755762163,114.09,7,2,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,6,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,154.15,338.0031134,-2.418,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,18,10,11,4,1,2,0,0,0,0,0,0,19,29,23,23,13,5,5,1,6,17.11007,19.82990189,0.770742729,55.07,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,169.36,278.0296029,-1.455,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,22,12,13,4,4,1,0,0,0,0,0,0,24,36,27,27,15,9,9,0,9,21.872484,23.32907226,0.708339486,114.09,6,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,124.35,320.0579259,-1.583,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,18,10,11,4,1,2,0,0,0,0,0,0,19,29,23,23,13,5,5,1,6,15.31007,19.82990189,0.770742729,55.07,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,132.18,278.0296029,-1.904,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,17,13,10,2,4,0,0,0,0,1,0,1,18,31,28,28,15,3,3,0,3,19.397691,19.18575351,0.675175828,52.07,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,94.31,304.005869,-0.114,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,24,14,16,0,8,0,0,0,0,0,0,0,26,40,33,33,19,7,7,0,7,18.178898,25.51118746,0.669257832,124.08,8,6,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,147.68,334.0688674,1.332,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,21,17,16,1,4,0,0,0,0,0,0,0,23,40,34,34,17,6,6,0,6,21.160519,24.22269632,0.667561945,109.05,5,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,81.95,287.115758,0.749,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,22,8,13,4,4,1,0,0,0,0,0,0,24,32,23,23,15,9,9,0,9,16.357656,22.24541665,0.749547784,114.09,8,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,1,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,148.49,316.0266257,-1.548,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,18,10,10,6,0,0,0,0,2,0,0,2,19,29,23,23,13,6,6,0,6,13.75207,19.4386322,0.73413024,55.08,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,65.58,284.0343997,2.246,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,26,32,21,0,5,0,0,0,0,0,0,0,29,61,59,59,27,2,2,0,2,35.940624,33.24324038,0.623759818,191.05,5,4,0,0,1,3,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,3,10,0,1,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97.99,364.2249741,0.803,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,26,34,21,0,5,0,0,0,0,0,0,0,29,63,62,62,28,1,1,0,1,38.127038,33.78506819,0.616277066,191.05,5,4,0,0,1,3,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,3,10,0,1,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97.99,366.2406242,1.53,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,21,18,13,6,2,0,0,0,0,0,0,0,24,42,38,38,20,4,4,0,4,21.593726,23.85382984,0.643578597,156.08,8,4,0,0,4,0,0,0,0,0,0,0,10,0,1,2,5,0,0,2,0,0,14,0,4,1,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,134.96,290.1491238,-0.761,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,26,32,21,0,5,0,0,0,0,0,0,0,29,61,59,59,27,2,2,0,2,35.940624,33.24324038,0.623759818,191.05,5,4,0,0,1,3,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,3,10,0,1,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97.99,364.2249741,0.803,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,19,19,12,3,3,1,0,0,0,0,0,0,20,39,34,34,15,5,5,0,5,29.822933,22.7527069,0.651041081,58.07,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,107.03,285.1147125,-0.088,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,21,13,15,3,3,0,0,0,0,0,0,0,22,35,27,27,14,7,7,1,8,17.085691,22.94016874,0.694334431,64.06,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,108.9,283.0956913,0.426,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,26,34,21,0,5,0,0,0,0,0,0,0,29,63,62,62,28,1,1,0,1,38.127038,33.78506819,0.616277066,191.05,5,4,0,0,1,3,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,3,10,0,1,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97.99,366.2406242,1.53,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,19,12,9,3,4,2,0,0,1,0,0,1,20,32,25,25,13,7,7,0,7,27.150484,20.84901934,0.724734711,58.1,7,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,135.12,324.9957755,-0.673,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,19,16,12,6,0,1,0,0,0,0,0,0,21,37,32,32,16,5,5,0,5,21.091312,22.06945858,0.687915962,99.07,6,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,116.84,276.1157155,1.514,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,19,13,11,6,0,1,0,1,0,0,0,1,21,34,29,29,16,5,5,0,5,19.014691,20.90327152,0.694148746,99.08,6,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,116.84,280.0906436,0.605,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,26,10,17,3,5,0,0,0,1,0,0,1,29,39,30,30,20,8,8,1,9,17.76007,26.64788113,0.740983533,191.09,8,3,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,6,0,1,3,0,0,1,1,0,0,0,3,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,1,0,0,1,134.67,371.0308981,-0.445,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,22,11,14,6,1,0,0,1,0,0,0,1,24,35,27,27,16,7,7,1,8,16.826277,22.88918807,0.70175509,114.08,6,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,119.24,298.0978372,-1.419,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,21,16,13,4,3,1,0,0,0,0,0,0,23,39,34,34,18,5,5,0,5,25.583312,23.69792876,0.681092216,109.08,7,2,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,6,0,1,2,0,0,2,0,0,0,1,3,0,0,1,2,0,0,0,0,0,0,2,0,0,1,1,2,0,0,2,0,0,1,2,136.31,308.0943114,-1.441,0
6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,337,2,0,16391.4,207,2,42,1,1,1,0,0,0,0,15,41,99,2,0,0,21,13,14,3,3,1,0,0,0,0,0,0,23,36,29,29,16,7,7,0,7,20.983691,23.12722349,0.715996988,109.07,6,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,1,2,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,3,123.95,303.0677623,0.04,0
